Scanning 127 channels through 16 RSSI levels

        <lower ------------------- rssi levels ------------------- higher>
channel    0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
114        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
115        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
116        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
117        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
118        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
119        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
120        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
121        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
122        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
123        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
124        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
125        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
126        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
127        0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
